date,period,price
2017-11-22 00:00:00,14-15,39.83
2017-11-22 00:00:00,15-16,47.01
2017-11-22 00:00:00,16-17,50.04
2017-11-22 00:00:00,17-18,56
2017-11-22 00:00:00,18-19,55.2
2017-11-22 00:00:00,19-20,49.94
2017-11-22 00:00:00,20-21,42.04
2017-11-22 00:00:00,21-22,36.56
2017-11-22 00:00:00,22-23,36.11
2017-11-22 00:00:00,23-24,29.52
2017-11-21 00:00:00,00-01,40.79
2017-11-21 00:00:00,01-02,36.74
2017-11-21 00:00:00,02-03,37.59
2017-11-21 00:00:00,03-04,36.18
2017-11-21 00:00:00,04-05,36.11
2017-11-21 00:00:00,05-06,41.14
2017-11-21 00:00:00,06-07,52.65
2017-11-21 00:00:00,07-08,72.92
2017-11-21 00:00:00,08-09,72.63
2017-11-21 00:00:00,09-10,66.96
2017-11-21 00:00:00,10-11,68.09
2017-11-21 00:00:00,11-12,69.76
2017-11-21 00:00:00,12-13,66.89
2017-11-21 00:00:00,13-14,64.6
2017-11-21 00:00:00,14-15,62.98
2017-11-21 00:00:00,15-16,62.32
2017-11-21 00:00:00,16-17,62.34
2017-11-21 00:00:00,17-18,67.14
2017-11-21 00:00:00,18-19,65.43
2017-11-21 00:00:00,19-20,58.05
2017-11-21 00:00:00,20-21,45.97
2017-11-21 00:00:00,21-22,37.61
2017-11-21 00:00:00,22-23,36.7
2017-11-21 00:00:00,23-24,34.48
2017-11-20 00:00:00,00-01,36.01
2017-11-20 00:00:00,01-02,35.73
2017-11-20 00:00:00,02-03,30.04
2017-11-20 00:00:00,03-04,23.41
2017-11-20 00:00:00,04-05,23.63
2017-11-20 00:00:00,05-06,36.21
2017-11-20 00:00:00,06-07,58.6
2017-11-20 00:00:00,07-08,69.04
2017-11-20 00:00:00,08-09,64.51
2017-11-20 00:00:00,09-10,65.8
2017-11-20 00:00:00,10-11,67.94
2017-11-20 00:00:00,11-12,65.56
2017-11-20 00:00:00,12-13,64.06
2017-11-20 00:00:00,13-14,64.09
2017-11-20 00:00:00,14-15,64.14
2017-11-20 00:00:00,15-16,63.79
2017-11-20 00:00:00,16-17,64.81
2017-11-20 00:00:00,17-18,72.77
2017-11-20 00:00:00,18-19,73.43
2017-11-20 00:00:00,19-20,72.52
2017-11-20 00:00:00,20-21,59.33
2017-11-20 00:00:00,21-22,47.93
2017-11-20 00:00:00,22-23,49.02
2017-11-20 00:00:00,23-24,46.42
2017-11-19 00:00:00,00-01,29.42
2017-11-19 00:00:00,01-02,30.09
2017-11-19 00:00:00,02-03,25.49
2017-11-19 00:00:00,03-04,16.03
2017-11-19 00:00:00,04-05,16.48
2017-11-19 00:00:00,05-06,13.93
2017-11-19 00:00:00,06-07,15.6
2017-11-19 00:00:00,07-08,15.52
2017-11-19 00:00:00,08-09,23.09
2017-11-19 00:00:00,09-10,31.34
2017-11-19 00:00:00,10-11,30.99
2017-11-19 00:00:00,11-12,31.96
2017-11-19 00:00:00,12-13,32.37
2017-11-19 00:00:00,13-14,26.09
2017-11-19 00:00:00,14-15,21.32
2017-11-19 00:00:00,15-16,21.99
2017-11-19 00:00:00,16-17,28.46
2017-11-19 00:00:00,17-18,43.84
2017-11-19 00:00:00,18-19,53.93
2017-11-19 00:00:00,19-20,49.99
2017-11-19 00:00:00,20-21,38.11
2017-11-19 00:00:00,21-22,34.15
2017-11-19 00:00:00,22-23,37.78
2017-11-19 00:00:00,23-24,37.43
2017-11-18 00:00:00,00-01,48.04
2017-11-18 00:00:00,01-02,42.6
2017-11-18 00:00:00,02-03,35.45
2017-11-18 00:00:00,03-04,29.03
2017-11-18 00:00:00,04-05,20.02
2017-11-18 00:00:00,05-06,22.17
2017-11-18 00:00:00,06-07,30.07
2017-11-18 00:00:00,07-08,37.96
2017-11-18 00:00:00,08-09,45.93
2017-11-18 00:00:00,09-10,43.6
2017-11-18 00:00:00,10-11,43.12
2017-11-18 00:00:00,11-12,34.6
2017-11-18 00:00:00,12-13,37.34
2017-11-18 00:00:00,13-14,30.47
2017-11-18 00:00:00,14-15,30.04
2017-11-18 00:00:00,15-16,35.1
2017-11-18 00:00:00,16-17,33.24
2017-11-18 00:00:00,17-18,45.45
2017-11-18 00:00:00,18-19,47.25
2017-11-18 00:00:00,19-20,49.09
2017-11-18 00:00:00,20-21,37.54
2017-11-18 00:00:00,21-22,32.04
2017-11-18 00:00:00,22-23,32.07
2017-11-18 00:00:00,23-24,29.08
2017-11-17 00:00:00,00-01,51.64
2017-11-17 00:00:00,01-02,44.8
2017-11-17 00:00:00,02-03,43.38
2017-11-17 00:00:00,03-04,40.57
2017-11-17 00:00:00,04-05,39.07
2017-11-17 00:00:00,05-06,51
2017-11-17 00:00:00,06-07,64.05
2017-11-17 00:00:00,07-08,77.96
2017-11-17 00:00:00,08-09,79.01
2017-11-17 00:00:00,09-10,75.99
2017-11-17 00:00:00,10-11,75.94
2017-11-17 00:00:00,11-12,76.42
2017-11-17 00:00:00,12-13,73.23
2017-11-17 00:00:00,13-14,68.93
2017-11-17 00:00:00,14-15,63.91
2017-11-17 00:00:00,15-16,64.46
2017-11-17 00:00:00,16-17,68.84
2017-11-17 00:00:00,17-18,73.04
2017-11-17 00:00:00,18-19,75.98
2017-11-17 00:00:00,19-20,78.26
2017-11-17 00:00:00,20-21,61.31
2017-11-17 00:00:00,21-22,54.98
2017-11-17 00:00:00,22-23,54.27
2017-11-17 00:00:00,23-24,51.98
2017-11-16 00:00:00,00-01,53.86
2017-11-16 00:00:00,01-02,47.85
2017-11-16 00:00:00,02-03,45.71
2017-11-16 00:00:00,03-04,39.88
2017-11-16 00:00:00,04-05,40.82
2017-11-16 00:00:00,05-06,46.97
2017-11-16 00:00:00,06-07,66.21
2017-11-16 00:00:00,07-08,83.25
2017-11-16 00:00:00,08-09,88.79
2017-11-16 00:00:00,09-10,83.72
2017-11-16 00:00:00,10-11,79.99
2017-11-16 00:00:00,11-12,79
2017-11-16 00:00:00,12-13,73.77
2017-11-16 00:00:00,13-14,71.58
2017-11-16 00:00:00,14-15,71.07
2017-11-16 00:00:00,15-16,73.99
2017-11-16 00:00:00,16-17,79.74
2017-11-16 00:00:00,17-18,83.61
2017-11-16 00:00:00,18-19,83.9
2017-11-16 00:00:00,19-20,80.91
2017-11-16 00:00:00,20-21,64.78
2017-11-16 00:00:00,21-22,55.55
2017-11-16 00:00:00,22-23,54.98
2017-11-16 00:00:00,23-24,53.02
2017-11-15 00:00:00,00-01,45.19
2017-11-15 00:00:00,01-02,41.86
2017-11-15 00:00:00,02-03,39.27
2017-11-15 00:00:00,03-04,38.35
2017-11-15 00:00:00,04-05,36.48
2017-11-15 00:00:00,05-06,45.97
2017-11-15 00:00:00,06-07,66.72
2017-11-15 00:00:00,07-08,94.52
2017-11-15 00:00:00,08-09,97.62
2017-11-15 00:00:00,09-10,91.33
2017-11-15 00:00:00,10-11,86.03
2017-11-15 00:00:00,11-12,85.33
2017-11-15 00:00:00,12-13,81.99
2017-11-15 00:00:00,13-14,81.09
2017-11-15 00:00:00,14-15,81.93
2017-11-15 00:00:00,15-16,85.13
2017-11-15 00:00:00,16-17,93.32
2017-11-15 00:00:00,17-18,126.62
2017-11-15 00:00:00,18-19,168.1
2017-11-15 00:00:00,19-20,120.84
2017-11-15 00:00:00,20-21,88.29
2017-11-15 00:00:00,21-22,70.08
2017-11-15 00:00:00,22-23,63.82
2017-11-15 00:00:00,23-24,60.01
2017-11-14 00:00:00,00-01,49.86
2017-11-14 00:00:00,01-02,41.74
2017-11-14 00:00:00,02-03,37.98
2017-11-14 00:00:00,03-04,36.13
2017-11-14 00:00:00,04-05,35.94
2017-11-14 00:00:00,05-06,40.03
2017-11-14 00:00:00,06-07,56.5
2017-11-14 00:00:00,07-08,70.01
2017-11-14 00:00:00,08-09,73.13
2017-11-14 00:00:00,09-10,64.05
2017-11-14 00:00:00,10-11,60.67
2017-11-14 00:00:00,11-12,57.03
2017-11-14 00:00:00,12-13,55.54
2017-11-14 00:00:00,13-14,55
2017-11-14 00:00:00,14-15,55.94
2017-11-14 00:00:00,15-16,59.1
2017-11-14 00:00:00,16-17,64.75
2017-11-14 00:00:00,17-18,72.97
2017-11-14 00:00:00,18-19,85
2017-11-14 00:00:00,19-20,81.02
2017-11-14 00:00:00,20-21,66.01
2017-11-14 00:00:00,21-22,55.92
2017-11-14 00:00:00,22-23,55.32
2017-11-14 00:00:00,23-24,54.65
2017-11-13 00:00:00,00-01,32.93
2017-11-13 00:00:00,01-02,30.03
2017-11-13 00:00:00,02-03,25.09
2017-11-13 00:00:00,03-04,22.86
2017-11-13 00:00:00,04-05,22.89
2017-11-13 00:00:00,05-06,31.59
2017-11-13 00:00:00,06-07,53.94
2017-11-13 00:00:00,07-08,67.15
2017-11-13 00:00:00,08-09,67.77
2017-11-13 00:00:00,09-10,64.5
2017-11-13 00:00:00,10-11,63.23
2017-11-13 00:00:00,11-12,63.29
2017-11-13 00:00:00,12-13,61.52
2017-11-13 00:00:00,13-14,60
2017-11-13 00:00:00,14-15,61.64
2017-11-13 00:00:00,15-16,63.69
2017-11-13 00:00:00,16-17,67.2
2017-11-13 00:00:00,17-18,80.09
2017-11-13 00:00:00,18-19,85.2
2017-11-13 00:00:00,19-20,81.88
2017-11-13 00:00:00,20-21,68.04
2017-11-13 00:00:00,21-22,61.8
2017-11-13 00:00:00,22-23,56.05
2017-11-13 00:00:00,23-24,54.39
2017-11-12 00:00:00,00-01,30.99
2017-11-12 00:00:00,01-02,26.99
2017-11-12 00:00:00,02-03,23.06
2017-11-12 00:00:00,03-04,17.64
2017-11-12 00:00:00,04-05,15.92
2017-11-12 00:00:00,05-06,17.18
2017-11-12 00:00:00,06-07,18.48
2017-11-12 00:00:00,07-08,18.77
2017-11-12 00:00:00,08-09,28.99
2017-11-12 00:00:00,09-10,34.13
2017-11-12 00:00:00,10-11,40.12
2017-11-12 00:00:00,11-12,44.8
2017-11-12 00:00:00,12-13,44.99
2017-11-12 00:00:00,13-14,40.15
2017-11-12 00:00:00,14-15,36.45
2017-11-12 00:00:00,15-16,35.78
2017-11-12 00:00:00,16-17,37.33
2017-11-12 00:00:00,17-18,53.94
2017-11-12 00:00:00,18-19,56.82
2017-11-12 00:00:00,19-20,53.92
2017-11-12 00:00:00,20-21,45.68
2017-11-12 00:00:00,21-22,38.47
2017-11-12 00:00:00,22-23,42.18
2017-11-12 00:00:00,23-24,39.85
2017-11-11 00:00:00,00-01,31.07
2017-11-11 00:00:00,01-02,29.65
2017-11-11 00:00:00,02-03,27.22
2017-11-11 00:00:00,03-04,21.38
2017-11-11 00:00:00,04-05,19.62
2017-11-11 00:00:00,05-06,21.81
2017-11-11 00:00:00,06-07,21.87
2017-11-11 00:00:00,07-08,26.83
2017-11-11 00:00:00,08-09,33.06
2017-11-11 00:00:00,09-10,35.93
2017-11-11 00:00:00,10-11,34.51
2017-11-11 00:00:00,11-12,35.88
2017-11-11 00:00:00,12-13,36.82
2017-11-11 00:00:00,13-14,37.02
2017-11-11 00:00:00,14-15,35.86
2017-11-11 00:00:00,15-16,37.23
2017-11-11 00:00:00,16-17,41.09
2017-11-11 00:00:00,17-18,50.93
2017-11-11 00:00:00,18-19,54.94
2017-11-11 00:00:00,19-20,53.91
2017-11-11 00:00:00,20-21,46.95
2017-11-11 00:00:00,21-22,41.91
2017-11-11 00:00:00,22-23,51.01
2017-11-11 00:00:00,23-24,47.83
2017-11-10 00:00:00,00-01,43.49
2017-11-10 00:00:00,01-02,37.92
2017-11-10 00:00:00,02-03,36.71
2017-11-10 00:00:00,03-04,33.88
2017-11-10 00:00:00,04-05,33.4
2017-11-10 00:00:00,05-06,36.68
2017-11-10 00:00:00,06-07,52.43
2017-11-10 00:00:00,07-08,65.94
2017-11-10 00:00:00,08-09,63.17
2017-11-10 00:00:00,09-10,56.96
2017-11-10 00:00:00,10-11,55.51
2017-11-10 00:00:00,11-12,54.97
2017-11-10 00:00:00,12-13,54
2017-11-10 00:00:00,13-14,48.51
2017-11-10 00:00:00,14-15,45.39
2017-11-10 00:00:00,15-16,42.05
2017-11-10 00:00:00,16-17,44.26
2017-11-10 00:00:00,17-18,54.19
2017-11-10 00:00:00,18-19,54.93
2017-11-10 00:00:00,19-20,54.91
2017-11-10 00:00:00,20-21,46.2
2017-11-10 00:00:00,21-22,41.8
2017-11-10 00:00:00,22-23,45.19
2017-11-10 00:00:00,23-24,36.07
2017-11-09 00:00:00,00-01,57.01
2017-11-09 00:00:00,01-02,53.4
2017-11-09 00:00:00,02-03,49.29
2017-11-09 00:00:00,03-04,47.08
2017-11-09 00:00:00,04-05,45.04
2017-11-09 00:00:00,05-06,53.37
2017-11-09 00:00:00,06-07,72.13
2017-11-09 00:00:00,07-08,89.54
2017-11-09 00:00:00,08-09,114.62
2017-11-09 00:00:00,09-10,100.58
2017-11-09 00:00:00,10-11,100.43
2017-11-09 00:00:00,11-12,100.17
2017-11-09 00:00:00,12-13,90.17
2017-11-09 00:00:00,13-14,85.6
2017-11-09 00:00:00,14-15,80.96
2017-11-09 00:00:00,15-16,79.82
2017-11-09 00:00:00,16-17,83.93
2017-11-09 00:00:00,17-18,88.73
2017-11-09 00:00:00,18-19,117.05
2017-11-09 00:00:00,19-20,99.94
2017-11-09 00:00:00,20-21,73.01
2017-11-09 00:00:00,21-22,63.67
2017-11-09 00:00:00,22-23,58.72
2017-11-09 00:00:00,23-24,54.93
2017-11-08 00:00:00,00-01,49.02
2017-11-08 00:00:00,01-02,42.49
2017-11-08 00:00:00,02-03,39.32
2017-11-08 00:00:00,03-04,37.98
2017-11-08 00:00:00,04-05,38.3
2017-11-08 00:00:00,05-06,48.05
2017-11-08 00:00:00,06-07,63.05
2017-11-08 00:00:00,07-08,89.06
2017-11-08 00:00:00,08-09,94.89
2017-11-08 00:00:00,09-10,94.54
2017-11-08 00:00:00,10-11,90.26
2017-11-08 00:00:00,11-12,94.03
2017-11-08 00:00:00,12-13,94.04
2017-11-08 00:00:00,13-14,94.01
2017-11-08 00:00:00,14-15,89.9
2017-11-08 00:00:00,15-16,88.06
2017-11-08 00:00:00,16-17,93.32
2017-11-08 00:00:00,17-18,133.73
2017-11-08 00:00:00,18-19,170.01
2017-11-08 00:00:00,19-20,125.04
2017-11-08 00:00:00,20-21,77.5
2017-11-08 00:00:00,21-22,66.59
2017-11-08 00:00:00,22-23,63.7
2017-11-08 00:00:00,23-24,62.51
2017-11-07 00:00:00,00-01,46.63
2017-11-07 00:00:00,01-02,41.51
2017-11-07 00:00:00,02-03,39.23
2017-11-07 00:00:00,03-04,37.04
2017-11-07 00:00:00,04-05,37.1
2017-11-07 00:00:00,05-06,41.54
2017-11-07 00:00:00,06-07,57.07
2017-11-07 00:00:00,07-08,73.31
2017-11-07 00:00:00,08-09,79.84
2017-11-07 00:00:00,09-10,75.28
2017-11-07 00:00:00,10-11,74.64
2017-11-07 00:00:00,11-12,71.05
2017-11-07 00:00:00,12-13,68.35
2017-11-07 00:00:00,13-14,67.96
2017-11-07 00:00:00,14-15,69.99
2017-11-07 00:00:00,15-16,71.94
2017-11-07 00:00:00,16-17,75.9
2017-11-07 00:00:00,17-18,83.42
2017-11-07 00:00:00,18-19,99
2017-11-07 00:00:00,19-20,83.17
2017-11-07 00:00:00,20-21,71.55
2017-11-07 00:00:00,21-22,58.54
2017-11-07 00:00:00,22-23,54.97
2017-11-07 00:00:00,23-24,53.83
2017-11-06 00:00:00,00-01,33.63
2017-11-06 00:00:00,01-02,33.8
2017-11-06 00:00:00,02-03,30.91
2017-11-06 00:00:00,03-04,28.55
2017-11-06 00:00:00,04-05,29.6
2017-11-06 00:00:00,05-06,33.77
2017-11-06 00:00:00,06-07,49.02
2017-11-06 00:00:00,07-08,65.4
2017-11-06 00:00:00,08-09,69.96
2017-11-06 00:00:00,09-10,68.34
2017-11-06 00:00:00,10-11,67.45
2017-11-06 00:00:00,11-12,67.53
2017-11-06 00:00:00,12-13,64.93
2017-11-06 00:00:00,13-14,64.67
2017-11-06 00:00:00,14-15,64.58
2017-11-06 00:00:00,15-16,65.95
2017-11-06 00:00:00,16-17,70.05
2017-11-06 00:00:00,17-18,85.01
2017-11-06 00:00:00,18-19,98.68
2017-11-06 00:00:00,19-20,84.51
2017-11-06 00:00:00,20-21,68.39
2017-11-06 00:00:00,21-22,58.24
2017-11-06 00:00:00,22-23,54.33
2017-11-06 00:00:00,23-24,50.45
2017-11-05 00:00:00,00-01,15.79
2017-11-05 00:00:00,01-02,14.35
2017-11-05 00:00:00,02-03,13.22
2017-11-05 00:00:00,03-04,12.99
2017-11-05 00:00:00,04-05,11.67
2017-11-05 00:00:00,05-06,15.37
2017-11-05 00:00:00,06-07,15.08
2017-11-05 00:00:00,07-08,15.33
2017-11-05 00:00:00,08-09,25.66
2017-11-05 00:00:00,09-10,31.83
2017-11-05 00:00:00,10-11,33.29
2017-11-05 00:00:00,11-12,35.1
2017-11-05 00:00:00,12-13,36.08
2017-11-05 00:00:00,13-14,33.76
2017-11-05 00:00:00,14-15,30.99
2017-11-05 00:00:00,15-16,31.5
2017-11-05 00:00:00,16-17,33.73
2017-11-05 00:00:00,17-18,42.85
2017-11-05 00:00:00,18-19,49
2017-11-05 00:00:00,19-20,48.32
2017-11-05 00:00:00,20-21,41.88
2017-11-05 00:00:00,21-22,39.2
2017-11-05 00:00:00,22-23,44
2017-11-05 00:00:00,23-24,41.31
2017-11-04 00:00:00,00-01,36.09
2017-11-04 00:00:00,01-02,36.06
2017-11-04 00:00:00,02-03,33.62
2017-11-04 00:00:00,03-04,32.77
2017-11-04 00:00:00,04-05,31.75
2017-11-04 00:00:00,05-06,32.08
2017-11-04 00:00:00,06-07,33.46
2017-11-04 00:00:00,07-08,37.05
2017-11-04 00:00:00,08-09,41.28
2017-11-04 00:00:00,09-10,42.96
2017-11-04 00:00:00,10-11,40.62
2017-11-04 00:00:00,11-12,37.05
2017-11-04 00:00:00,12-13,35.39
2017-11-04 00:00:00,13-14,33.51
2017-11-04 00:00:00,14-15,33.65
2017-11-04 00:00:00,15-16,35.01
2017-11-04 00:00:00,16-17,36.18
2017-11-04 00:00:00,17-18,44.92
2017-11-04 00:00:00,18-19,44.76
2017-11-04 00:00:00,19-20,36.78
2017-11-04 00:00:00,20-21,32.81
2017-11-04 00:00:00,21-22,29.92
2017-11-04 00:00:00,22-23,29.62
2017-11-04 00:00:00,23-24,28.05
2017-11-03 00:00:00,00-01,39.01
2017-11-03 00:00:00,01-02,37.81
2017-11-03 00:00:00,02-03,35.13
2017-11-03 00:00:00,03-04,34
2017-11-03 00:00:00,04-05,35.03
2017-11-03 00:00:00,05-06,39.66
2017-11-03 00:00:00,06-07,54.93
2017-11-03 00:00:00,07-08,66.36
2017-11-03 00:00:00,08-09,69.23
2017-11-03 00:00:00,09-10,66.16
2017-11-03 00:00:00,10-11,63.23
2017-11-03 00:00:00,11-12,60.44
2017-11-03 00:00:00,12-13,57.15
2017-11-03 00:00:00,13-14,52.96
2017-11-03 00:00:00,14-15,52.77
2017-11-03 00:00:00,15-16,54.96
2017-11-03 00:00:00,16-17,58.31
2017-11-03 00:00:00,17-18,65.09
2017-11-03 00:00:00,18-19,66.95
2017-11-03 00:00:00,19-20,63.53
2017-11-03 00:00:00,20-21,51.92
2017-11-03 00:00:00,21-22,42.32
2017-11-03 00:00:00,22-23,39.94
2017-11-03 00:00:00,23-24,39.44
2017-11-02 00:00:00,00-01,26.05
2017-11-02 00:00:00,01-02,21.37
2017-11-02 00:00:00,02-03,18.59
2017-11-02 00:00:00,03-04,14.06
2017-11-02 00:00:00,04-05,17.19
2017-11-02 00:00:00,05-06,27.24
2017-11-02 00:00:00,06-07,44.02
2017-11-02 00:00:00,07-08,50.22
2017-11-02 00:00:00,08-09,49.92
2017-11-02 00:00:00,09-10,44.95
2017-11-02 00:00:00,10-11,38.07
2017-11-02 00:00:00,11-12,38.32
2017-11-02 00:00:00,12-13,38.78
2017-11-02 00:00:00,13-14,41.41
2017-11-02 00:00:00,14-15,38.74
2017-11-02 00:00:00,15-16,45.37
2017-11-02 00:00:00,16-17,49.34
2017-11-02 00:00:00,17-18,53.55
2017-11-02 00:00:00,18-19,59.53
2017-11-02 00:00:00,19-20,56.58
2017-11-02 00:00:00,20-21,49.76
2017-11-02 00:00:00,21-22,42.81
2017-11-02 00:00:00,22-23,43.73
2017-11-02 00:00:00,23-24,40.18
2017-11-01 00:00:00,00-01,30.09
2017-11-01 00:00:00,01-02,29.93
2017-11-01 00:00:00,02-03,27.17
2017-11-01 00:00:00,03-04,23
2017-11-01 00:00:00,04-05,23.11
2017-11-01 00:00:00,05-06,25.32
2017-11-01 00:00:00,06-07,28.91
2017-11-01 00:00:00,07-08,32.36
2017-11-01 00:00:00,08-09,36.13
2017-11-01 00:00:00,09-10,37.86
2017-11-01 00:00:00,10-11,36.24
2017-11-01 00:00:00,11-12,37.29
2017-11-01 00:00:00,12-13,36.69
2017-11-01 00:00:00,13-14,33.35
2017-11-01 00:00:00,14-15,31.25
2017-11-01 00:00:00,15-16,30.96
2017-11-01 00:00:00,16-17,34.59
2017-11-01 00:00:00,17-18,42.99
2017-11-01 00:00:00,18-19,46.09
2017-11-01 00:00:00,19-20,45.12
2017-11-01 00:00:00,20-21,40.21
2017-11-01 00:00:00,21-22,32.33
2017-11-01 00:00:00,22-23,33.95
2017-11-01 00:00:00,23-24,33.34
2017-10-31 00:00:00,00-01,34.5
2017-10-31 00:00:00,01-02,33.11
2017-10-31 00:00:00,02-03,31.88
2017-10-31 00:00:00,03-04,31.29
2017-10-31 00:00:00,04-05,30.96
2017-10-31 00:00:00,05-06,32.6
2017-10-31 00:00:00,06-07,38.02
2017-10-31 00:00:00,07-08,44.93
2017-10-31 00:00:00,08-09,46.98
2017-10-31 00:00:00,09-10,45.16
2017-10-31 00:00:00,10-11,41.42
2017-10-31 00:00:00,11-12,41.35
2017-10-31 00:00:00,12-13,38.95
2017-10-31 00:00:00,13-14,35.54
2017-10-31 00:00:00,14-15,35.69
2017-10-31 00:00:00,15-16,38.98
2017-10-31 00:00:00,16-17,41.75
2017-10-31 00:00:00,17-18,52.93
2017-10-31 00:00:00,18-19,57.98
2017-10-31 00:00:00,19-20,54.86
2017-10-31 00:00:00,20-21,49.34
2017-10-31 00:00:00,21-22,38.48
2017-10-31 00:00:00,22-23,39.31
2017-10-31 00:00:00,23-24,37.91
2017-10-30 00:00:00,00-01,16.79
2017-10-30 00:00:00,01-02,10.54
2017-10-30 00:00:00,02-03,10.04
2017-10-30 00:00:00,03-04,9.57
2017-10-30 00:00:00,04-05,10.49
2017-10-30 00:00:00,05-06,18.1
2017-10-30 00:00:00,06-07,37.96
2017-10-30 00:00:00,07-08,46.77
2017-10-30 00:00:00,08-09,43.92
2017-10-30 00:00:00,09-10,36.99
2017-10-30 00:00:00,10-11,34.95
2017-10-30 00:00:00,11-12,34.59
2017-10-30 00:00:00,12-13,36.92
2017-10-30 00:00:00,13-14,37.67
2017-10-30 00:00:00,14-15,37.98
2017-10-30 00:00:00,15-16,44.19
2017-10-30 00:00:00,16-17,45.97
2017-10-30 00:00:00,17-18,51.92
2017-10-30 00:00:00,18-19,63.01
2017-10-30 00:00:00,19-20,61.14
2017-10-30 00:00:00,20-21,49.93
2017-10-30 00:00:00,21-22,45.93
2017-10-30 00:00:00,22-23,46.91
2017-10-30 00:00:00,23-24,46.96
2017-10-29 00:00:00,00-01,8.01
2017-10-29 00:00:00,01-02,5.55
2017-10-29 00:00:00,02-03,-67.94
2017-10-29 00:00:00,02b-03,-49.93
2017-10-29 00:00:00,03-04,-0.92
2017-10-29 00:00:00,04-05,-30.12
2017-10-29 00:00:00,05-06,-2
2017-10-29 00:00:00,06-07,0.09
2017-10-29 00:00:00,07-08,1.02
2017-10-29 00:00:00,08-09,5.04
2017-10-29 00:00:00,09-10,8.95
2017-10-29 00:00:00,10-11,10.83
2017-10-29 00:00:00,11-12,8.34
2017-10-29 00:00:00,12-13,12.45
2017-10-29 00:00:00,13-14,8.02
2017-10-29 00:00:00,14-15,4.92
2017-10-29 00:00:00,15-16,4.91
2017-10-29 00:00:00,16-17,10.01
2017-10-29 00:00:00,17-18,19.37
2017-10-29 00:00:00,18-19,33.15
2017-10-29 00:00:00,19-20,44.99
2017-10-29 00:00:00,20-21,34.93
2017-10-29 00:00:00,21-22,25.57
2017-10-29 00:00:00,22-23,29.33
2017-10-29 00:00:00,23-24,15
2017-10-28 00:00:00,00-01,23.79
2017-10-28 00:00:00,01-02,16.6
2017-10-28 00:00:00,02-03,15.14
2017-10-28 00:00:00,03-04,12.58
2017-10-28 00:00:00,04-05,10.07
2017-10-28 00:00:00,05-06,11.15
2017-10-28 00:00:00,06-07,13.17
2017-10-28 00:00:00,07-08,18.78
2017-10-28 00:00:00,08-09,21.48
2017-10-28 00:00:00,09-10,24.88
2017-10-28 00:00:00,10-11,18.65
2017-10-28 00:00:00,11-12,20.17
2017-10-28 00:00:00,12-13,18.74
2017-10-28 00:00:00,13-14,13.73
2017-10-28 00:00:00,14-15,9.65
2017-10-28 00:00:00,15-16,9.97
2017-10-28 00:00:00,16-17,10.08
2017-10-28 00:00:00,17-18,12.83
2017-10-28 00:00:00,18-19,15.56
2017-10-28 00:00:00,19-20,18.17
2017-10-28 00:00:00,20-21,16.98
2017-10-28 00:00:00,21-22,11.19
2017-10-28 00:00:00,22-23,11.45
2017-10-28 00:00:00,23-24,10.11
2017-10-27 00:00:00,00-01,30.4
2017-10-27 00:00:00,01-02,26.39
2017-10-27 00:00:00,02-03,23.7
2017-10-27 00:00:00,03-04,18.71
2017-10-27 00:00:00,04-05,19.08
2017-10-27 00:00:00,05-06,26.54
2017-10-27 00:00:00,06-07,35.18
2017-10-27 00:00:00,07-08,45.56
2017-10-27 00:00:00,08-09,45.6
2017-10-27 00:00:00,09-10,45.56
2017-10-27 00:00:00,10-11,44.8
2017-10-27 00:00:00,11-12,43.05
2017-10-27 00:00:00,12-13,37.84
2017-10-27 00:00:00,13-14,34.99
2017-10-27 00:00:00,14-15,33.03
2017-10-27 00:00:00,15-16,31.64
2017-10-27 00:00:00,16-17,33.3
2017-10-27 00:00:00,17-18,41.63
2017-10-27 00:00:00,18-19,46.91
2017-10-27 00:00:00,19-20,49.91
2017-10-27 00:00:00,20-21,45.54
2017-10-27 00:00:00,21-22,41.6
2017-10-27 00:00:00,22-23,40.24
2017-10-27 00:00:00,23-24,36.28
2017-10-26 00:00:00,00-01,39.97
2017-10-26 00:00:00,01-02,33.2
2017-10-26 00:00:00,02-03,31.95
2017-10-26 00:00:00,03-04,30.91
2017-10-26 00:00:00,04-05,29.87
2017-10-26 00:00:00,05-06,32.15
2017-10-26 00:00:00,06-07,45.04
2017-10-26 00:00:00,07-08,56.94
2017-10-26 00:00:00,08-09,58.29
2017-10-26 00:00:00,09-10,51.62
2017-10-26 00:00:00,10-11,47.1
2017-10-26 00:00:00,11-12,45.99
2017-10-26 00:00:00,12-13,41.13
2017-10-26 00:00:00,13-14,38.19
2017-10-26 00:00:00,14-15,36.49
2017-10-26 00:00:00,15-16,36.64
2017-10-26 00:00:00,16-17,39.98
2017-10-26 00:00:00,17-18,45.31
2017-10-26 00:00:00,18-19,52.5
2017-10-26 00:00:00,19-20,53.11
2017-10-26 00:00:00,20-21,45.69
2017-10-26 00:00:00,21-22,38.83
2017-10-26 00:00:00,22-23,38.31
2017-10-26 00:00:00,23-24,37.94
2017-10-25 00:00:00,00-01,28.95
2017-10-25 00:00:00,01-02,22.75
2017-10-25 00:00:00,02-03,19.72
2017-10-25 00:00:00,03-04,13.53
2017-10-25 00:00:00,04-05,14.72
2017-10-25 00:00:00,05-06,27.02
2017-10-25 00:00:00,06-07,40.04
2017-10-25 00:00:00,07-08,48.82
